"男名","男メイ"
"弥右衛門","やえもん"
"弥衛門","やえもん"
"矢右衛門","やえもん"
"矢衛門","やえもん"
"八起","やおき"
"弥起","やおき"
"弥音","やおと"
"屋形","やかた"
"矢形","やかた"
"薬師","やくし"
"藥師","やくし"
"約二郎","やくじろう"
"夜琥馬","やくま"
"躍馬","やくま"
"八雲","やくも"
"夜琥弥","やくや"
"薬屋","やくや"
"八九郎","やくろう"
"弥五","やご"
"弥伍","やご"
"弥午","やご"
"弥吾","やご"
"弥呉","やご"
"弥悟","やご"
"矢五","やご"
"矢伍","やご"
"矢午","やご"
"矢吾","やご"
"矢呉","やご"
"矢後","やご"
"矢悟","やご"
"矢五郎","やごろう"
"哉沙","やさ"
"弥作","やさく"
"優","やさし"
"優志","やさし"
"弥三史","やさし"
"優佳","やさよし"
"梛樹","やしき"
"椰樹","やしき"
"弥七","やしち"
"弥慎","やしん"
"安","やす"
"泰","やす"
"靖","やす"
"保旭","やすあき"
"保昭","やすあき"
"安明","やすあき"
"安昭","やすあき"
"安秋","やすあき"
"安章","やすあき"
"康彰","やすあき"
"康招","やすあき"
"康昂","やすあき"
"康明","やすあき"
"康昭","やすあき"
"康晶","やすあき"
"康暁","やすあき"
"康秋","やすあき"
"康章","やすあき"
"康聡","やすあき"
"康顕","やすあき"
"恭明","やすあき"
"恭昭","やすあき"
"泰明","やすあき"
"泰昭","やすあき"
"泰章","やすあき"
"靖明","やすあき"
"靖章","やすあき"
"保一","やすいち"
"安一","やすいち"
"寧一","やすいち"
"康一","やすいち"
"泰一","やすいち"
"那一","やすいち"
"靖一","やすいち"
"鳩一","やすいち"
"保一郎","やすいちろう"
"安一郎","やすいちろう"
"康一朗","やすいちろう"
"康一郎","やすいちろう"
"庸一郎","やすいちろう"
"恭一郎","やすいちろう"
"泰一郎","やすいちろう"
"靖一郎","やすいちろう"
"也須男","やすお"
"保夫","やすお"
"保生","やすお"
"保男","やすお"
"保雄","やすお"
"八州男","やすお"
"八洲夫","やすお"
"八洲男","やすお"
"八洲雄","やすお"
"安夫","やすお"
"安央","やすお"
"安生","やすお"
"安男","やすお"
"安緒","やすお"
"安雄","やすお"
"康夫","やすお"
"康央","やすお"
"康生","やすお"
"康男","やすお"
"康郎","やすお"
"康雄","やすお"
"恭夫","やすお"
"恭央","やすお"
"恭生","やすお"
"恭男","やすお"
"恭雄","やすお"
"泰夫","やすお"
"泰央","やすお"
"泰生","やすお"
"泰男","やすお"
"泰緒","やすお"
"泰雄","やすお"
"靖夫","やすお"
"靖生","やすお"
"靖男","やすお"
"靖郎","やすお"
"靖雄","やすお"
"康奥","やすおき"
"康奧","やすおき"
"康居","やすおき"
"康意","やすおき"
"康気","やすおき"
"康氣","やすおき"
"康沖","やすおき"
"康翁","やすおき"
"康興","やすおき"
"康起","やすおき"
"休臣","やすおみ"
"保臣","やすおみ"
"億臣","やすおみ"
"安臣","やすおみ"
"康臣","やすおみ"
"恭臣","やすおみ"
"泰臣","やすおみ"
"穏臣","やすおみ"
"裕臣","やすおみ"
"靖臣","やすおみ"
"寧翔","やすか"
"保影","やすかげ"
"保景","やすかげ"
"安影","やすかげ"
"安景","やすかげ"
"康影","やすかげ"
"康景","やすかげ"
"泰影","やすかげ"
"泰景","やすかげ"
"靖影","やすかげ"
"靖景","やすかげ"
"康一","やすかず"
"康収","やすかず"
"康和","やすかず"
"康員","やすかず"
"康数","やすかず"
"康知","やすかず"
"康算","やすかず"
"康計","やすかず"
"康量","やすかず"
"康順","やすかず"
"恭一","やすかず"
"恭和","やすかず"
"安克","やすかつ"
"安勝","やすかつ"
"安活","やすかつ"
"康克","やすかつ"
"康勝","やすかつ"
"康恰","やすかつ"
"康活","やすかつ"
"康葛","やすかつ"
"康褐","やすかつ"
"康轄","やすかつ"
"保生","やすき"
"安希","やすき"
"安樹","やすき"
"安機","やすき"
"安生","やすき"
"安輝","やすき"
"康喜","やすき"
"康基","やすき"
"康己","やすき"
"康樹","やすき"
"康生","やすき"
"康紀","やすき"
"康規","やすき"
"康記","やすき"
"康貴","やすき"
"康輝","やすき"
"康騎","やすき"
"恭生","やすき"
"泰希","やすき"
"泰樹","やすき"
"泰生","やすき"
"穏","やすき"
"靖樹","やすき"
"靖生","やすき"
"保吉","やすきち"
"安吉","やすきち"
"泰吉","やすきち"
"安清","やすきよ"
"安聖","やすきよ"
"康浄","やすきよ"
"康淨","やすきよ"
"康清","やすきよ"
"康潔","やすきよ"
"康精","やすきよ"
"康聖","やすきよ"
"康雪","やすきよ"
"靖聖","やすきよ"
"保邦","やすくに"
"安国","やすくに"
"安國","やすくに"
"安邦","やすくに"
"安郁","やすくに"
"康国","やすくに"
"康國","やすくに"
"康州","やすくに"
"康訓","やすくに"
"康邦","やすくに"
"康郁","やすくに"
"靖国","やすくに"
"弥介","やすけ"
"弥助","やすけ"
"弥輔","やすけ"
"矢介","やすけ"
"矢助","やすけ"
"矢輔","やすけ"
"康午郎","やすごろう"
"康吾朗","やすごろう"
"康吾郎","やすごろう"
"康呉朗","やすごろう"
"康呉郎","やすごろう"
"康悟朗","やすごろう"
"康悟郎","やすごろう"
"安定","やすさだ"
"安禎","やすさだ"
"安貞","やすさだ"
"康完","やすさだ"
"康定","やすさだ"
"康眞","やすさだ"
"康真","やすさだ"
"康禎","やすさだ"
"康節","やすさだ"
"康貞","やすさだ"
"安里","やすさと"
"康悟","やすさと"
"康智","やすさと"
"康理","やすさと"
"康聖","やすさと"
"康覚","やすさと"
"康邑","やすさと"
"康郷","やすさと"
"康里","やすさと"
"也寸志","やすし"
"也寿史","やすし"
"也寿志","やすし"
"也須志","やすし"
"仁","やすし"
"休志","やすし"
"保","やすし"
"保司","やすし"
"保嗣","やすし"
"保始","やすし"
"保志","やすし"
"保思","やすし"
"保詩","やすし"
"保資","やすし"
"八主志","やすし"
"八水志","やすし"
"冶須志","やすし"
"夜須志","やすし"
"妥","やすし"
"妥史","やすし"
"妥司","やすし"
"存","やすし"
"安","やすし"
"安史","やすし"
"安司","やすし"
"安嗣","やすし"
"安士","やすし"
"安始","やすし"
"安志","やすし"
"安施","やすし"
"安至","やすし"
"安資","やすし"
"寧","やすし"
"寿","やすし"
"尉","やすし"
"屋須志","やすし"
"康","やすし"
"康史","やすし"
"康司","やすし"
"康嗣","やすし"
"康師","やすし"
"康志","やすし"
"康次","やすし"
"康紫","やすし"
"弥寿士","やすし"
"弥寿志","やすし"
"弥須志","やすし"
"恭","やすし"
"恭史","やすし"
"恭司","やすし"
"恭嗣","やすし"
"恭士","やすし"
"恭志","やすし"
"易","やすし"
"易志","やすし"
"椰須志","やすし"
"欣","やすし"
"泰","やすし"
"泰史","やすし"
"泰司","やすし"
"泰嗣","やすし"
"泰士","やすし"
"泰志","やすし"
"泰思","やすし"
"泰視","やすし"
"泰詩","やすし"
"泰鷲","やすし"
"矢主士","やすし"
"矢寿志","やすし"
"矢崇史","やすし"
"矢酢志","やすし"
"簡","やすし"
"耕","やすし"
"術","やすし"
"谷寿司","やすし"
"野洲志","やすし"
"靖","やすし"
"靖二","やすし"
"靖史","やすし"
"靖司","やすし"
"靖嗣","やすし"
"靖志","やすし"
"靖示","やすし"
"靖詞","やすし"
"靖資","やすし"
"静","やすし"
"安滋","やすしげ"
"安繁","やすしげ"
"安茂","やすしげ"
"安重","やすしげ"
"康成","やすしげ"
"康滋","やすしげ"
"康繁","やすしげ"
"康茂","やすしげ"
"康薫","やすしげ"
"康重","やすしげ"
"安寧","やすしず"
"康史朗","やすしろう"
"康史郎","やすしろう"
"康司朗","やすしろう"
"康司郎","やすしろう"
"康士郎","やすしろう"
"康志朗","やすしろう"
"康志郎","やすしろう"
"安二","やすじ"
"安次","やすじ"
"康二","やすじ"
"康児","やすじ"
"康慈","やすじ"
"康次","やすじ"
"康治","やすじ"
"康滋","やすじ"
"康示","やすじ"
"康路","やすじ"
"保次郎","やすじろう"
"安二郎","やすじろう"
"安次郎","やすじろう"
"安治郎","やすじろう"
"康二朗","やすじろう"
"康二郎","やすじろう"
"康士朗","やすじろう"
"康士郎","やすじろう"
"康次朗","やすじろう"
"康次郎","やすじろう"
"康治郎","やすじろう"
"泰二郎","やすじろう"
"泰次朗","やすじろう"
"泰次郎","やすじろう"
"泰治郎","やすじろう"
"泰須","やすす"
"保介","やすすけ"
"保佑","やすすけ"
"保助","やすすけ"
"保輔","やすすけ"
"安介","やすすけ"
"安佑","やすすけ"
"安助","やすすけ"
"安輔","やすすけ"
"康介","やすすけ"
"恭介","やすすけ"
"恭助","やすすけ"
"恭輔","やすすけ"
"泰輔","やすすけ"
"安住","やすずみ"
"安澄","やすずみ"
"安純","やすずみ"
"康住","やすずみ"
"康墨","やすずみ"
"康済","やすずみ"
"康澄","やすずみ"
"康純","やすずみ"
"康角","やすずみ"
"康隅","やすずみ"
"保多","やすた"
"保太","やすた"
"夜星","やすた"
"安多","やすた"
"安太","やすた"
"康多","やすた"
"康太","やすた"
"泰多","やすた"
"泰太","やすた"
"靖多","やすた"
"靖太","やすた"
"保貴","やすたか"
"保鷹","やすたか"
"安敬","やすたか"
"安貴","やすたか"
"安鷹","やすたか"
"康喬","やすたか"
"康孝","やすたか"
"康尊","やすたか"
"康峻","やすたか"
"康崇","やすたか"
"康嵩","やすたか"
"康敬","やすたか"
"康貴","やすたか"
"康隆","やすたか"
"康高","やすたか"
"泰嵩","やすたか"
"康健","やすたけ"
"康剛","やすたけ"
"康威","やすたけ"
"康孟","やすたけ"
"康岳","やすたけ"
"康武","やすたけ"
"康猛","やすたけ"
"康赳","やすたけ"
"康雄","やすたけ"
"安但","やすただ"
"安只","やすただ"
"安唯","やすただ"
"安忠","やすただ"
"安正","やすただ"
"康但","やすただ"
"康只","やすただ"
"康唯","やすただ"
"康忠","やすただ"
"康正","やすただ"
"安竜","やすたつ"
"安辰","やすたつ"
"安達","やすたつ"
"康健","やすたつ"
"康建","やすたつ"
"康立","やすたつ"
"康竜","やすたつ"
"康辰","やすたつ"
"康達","やすたつ"
"康龍","やすたつ"
"保太朗","やすたろう"
"保太郎","やすたろう"
"安多郎","やすたろう"
"安太朗","やすたろう"
"安太郎","やすたろう"
"康多朗","やすたろう"
"康多郎","やすたろう"
"康太朗","やすたろう"
"康太郎","やすたろう"
"泰太郎","やすたろう"
"安周","やすちか"
"安哉","やすちか"
"安慈","やすちか"
"安睦","やすちか"
"安親","やすちか"
"康周","やすちか"
"康哉","やすちか"
"康慈","やすちか"
"康睦","やすちか"
"康親","やすちか"
"泰親","やすちか"
"安常","やすつね"
"安恒","やすつね"
"安矩","やすつね"
"安経","やすつね"
"康常","やすつね"
"康恒","やすつね"
"康矩","やすつね"
"康経","やすつね"
"泰常","やすつね"
"泰恒","やすつね"
"保照","やすてる"
"安光","やすてる"
"安照","やすてる"
"安輝","やすてる"
"康光","やすてる"
"康照","やすてる"
"康輝","やすてる"
"泰光","やすてる"
"泰照","やすてる"
"泰輝","やすてる"
"也已","やすで"
"保人","やすと"
"保登","やすと"
"安人","やすと"
"安戸","やすと"
"安斗","やすと"
"安渡","やすと"
"安登","やすと"
"安都","やすと"
"寧人","やすと"
"康人","やすと"
"康仁","やすと"
"康富","やすと"
"康斗","やすと"
"康渡","やすと"
"康登","やすと"
"康都","やすと"
"廉人","やすと"
"晏人","やすと"
"泰人","やすと"
"泰仁","やすと"
"泰翔","やすと"
"泰都","やすと"
"逸人","やすと"
"靖征","やすと"
"靖斗","やすと"
"靖登","やすと"
"靖統","やすと"
"安刻","やすとき"
"安常","やすとき"
"安時","やすとき"
"安期","やすとき"
"康刻","やすとき"
"康常","やすとき"
"康時","やすとき"
"康期","やすとき"
"泰刻","やすとき"
"泰時","やすとき"
"安俊","やすとし"
"安敏","やすとし"
"康俊","やすとし"
"康利","やすとし"
"康寿","やすとし"
"康年","やすとし"
"康敏","やすとし"
"康歳","やすとし"
"康淑","やすとし"
"康紀","やすとし"
"育惇","やすとし"
"康伴","やすとも"
"康供","やすとも"
"康侶","やすとも"
"康共","やすとも"
"康友","やすとも"
"康委","やすとも"
"康智","やすとも"
"康朋","やすとも"
"康朝","やすとも"
"康知","やすとも"
"靖友","やすとも"
"安仁","やすとよ"
"安冨","やすとよ"
"安富","やすとよ"
"安晨","やすとよ"
"安豊","やすとよ"
"康仁","やすとよ"
"康冨","やすとよ"
"康富","やすとよ"
"康晨","やすとよ"
"康豊","やすとよ"
"泰虎","やすとら"
"保直","やすなお"
"安尚","やすなお"
"安猶","やすなお"
"安直","やすなお"
"康尚","やすなお"
"康猶","やすなお"
"康直","やすなお"
"泰尚","やすなお"
"泰猶","やすなお"
"泰直","やすなお"
"保也","やすなり"
"保成","やすなり"
"安也","やすなり"
"安成","やすなり"
"康也","やすなり"
"康成","やすなり"
"泰也","やすなり"
"泰成","やすなり"
"靖也","やすなり"
"靖成","やすなり"
"保之進","やすのしん"
"安之進","やすのしん"
"康之進","やすのしん"
"恭之進","やすのしん"
"泰之進","やすのしん"
"裕之進","やすのしん"
"靖之進","やすのしん"
"保之丞","やすのじょう"
"安之丞","やすのじょう"
"康之丞","やすのじょう"
"恭之丞","やすのじょう"
"泰之丞","やすのじょう"
"裕之丞","やすのじょう"
"靖之丞","やすのじょう"
"保之助","やすのすけ"
"安之介","やすのすけ"
"安之助","やすのすけ"
"安之輔","やすのすけ"
"康之介","やすのすけ"
"康之助","やすのすけ"
"泰之介","やすのすけ"
"泰之助","やすのすけ"
"泰之輔","やすのすけ"
"康之久","やすのひさ"
"妥信","やすのぶ"
"安伸","やすのぶ"
"安信","やすのぶ"
"康伸","やすのぶ"
"康信","やすのぶ"
"康宜","やすのぶ"
"康宣","やすのぶ"
"康展","やすのぶ"
"康延","やすのぶ"
"康暢","やすのぶ"
"康述","やすのぶ"
"泰暢","やすのぶ"
"保則","やすのり"
"保徳","やすのり"
"保憲","やすのり"
"安則","やすのり"
"安徳","やすのり"
"康了","やすのり"
"康典","やすのり"
"康則","やすのり"
"康哲","やすのり"
"康徳","やすのり"
"康憲","やすのり"
"康教","やすのり"
"康法","やすのり"
"康範","やすのり"
"康紀","やすのり"
"康規","やすのり"
"康記","やすのり"
"康載","やすのり"
"恭儀","やすのり"
"恭則","やすのり"
"泰典","やすのり"
"泰則","やすのり"
"泰徳","やすのり"
"泰憲","やすのり"
"泰範","やすのり"
"靖典","やすのり"
"靖則","やすのり"
"保原","やすはら"
