"性","セイ"
"藤屋","ふじや"
"藤谷","ふじや"
"藤矢","ふじや"
"藤安","ふじやす"
"藤保","ふじやす"
"藤藪","ふじやぶ"
"藤山","ふじやま"
"冨士山","ふじやま"
"藤生","ふじゅう"
"藤幸","ふじゆき"
"藤吉","ふじよし"
"藤好","ふじよし"
"藤善","ふじよし"
"藤芳","ふじよし"
"藤由","ふじよし"
"藤六","ふじろく"
"藤脇","ふじわき"
"藤分","ふじわけ"
"藤原","ふじわら"
"不死原","ふじわら"
"不二原","ふじわら"
"富士原","ふじわら"
"冨士原","ふじわら"
"賦勺","ふすく"
"伏間","ふすま"
"布施","ふせ"
"扶瀬","ふせ"
"伏石","ふせいし"
"布施川","ふせかわ"
"布施川","ふせがわ"
"布瀬川","ふせがわ"
"府瀬川","ふせがわ"
"伏川","ふせがわ"
"布施木","ふせき"
"布施木","ふせぎ"
"伏木","ふせぎ"
"伏島","ふせじま"
"伏谷","ふせたに"
"布施谷","ふせや"
"伏屋","ふせや"
"布田","ふた"
"二井","ふたい"
"二石","ふたいし"
"二重作","ふたえさく"
"二岡","ふたおか"
"二方","ふたかた"
"二角","ふたかど"
"二上","ふたかみ"
"二神","ふたかみ"
"二川","ふたかわ"
"二上","ふたがみ"
"二神","ふたがみ"
"双川","ふたがわ"
"二川","ふたがわ"
"二木","ふたき"
"二木","ふたぎ"
"二口","ふたくち"
"二口","ふたぐち"
"二子石","ふたごいし"
"二島","ふたじま"
"二杉","ふたすぎ"
"二椙","ふたすぎ"
"二田","ふたた"
"二谷","ふたたに"
"二田","ふただ"
"二ツ池","ふたついけ"
"二ツ石","ふたついし"
"二ッ塚","ふたつか"
"二塚","ふたつか"
"二ツ川","ふたつかわ"
"二川","ふたつかわ"
"二ッ神","ふたつがみ"
"二ツ神","ふたつがみ"
"二木","ふたつき"
"二木","ふたつぎ"
"二ツ寺","ふたつでら"
"二ツ橋","ふたつばし"
"二俣","ふたつまた"
"二ッ森","ふたつもり"
"二ツ森","ふたつもり"
"二ッ谷","ふたつや"
"二ツ屋","ふたつや"
"二ツ矢","ふたつや"
"二谷","ふたつや"
"二ツ山","ふたつやま"
"二山","ふたつやま"
"二名","ふたな"
"二浪","ふたなみ"
"麸谷","ふたに"
"二橋","ふたはし"
"二場","ふたば"
"二葉","ふたば"
"二間瀬","ふたませ"
"二俣","ふたまた"
"二又","ふたまた"
"弐又","ふたまた"
"二又川","ふたまたがわ"
"二松","ふたまつ"
"二タ見","ふたみ"
"二見","ふたみ"
"二宮","ふたみや"
"仁村","ふたむら"
"二タ村","ふたむら"
"二村","ふたむら"
"二元","ふたもと"
"二家","ふたや"
"二矢","ふたや"
"二荒","ふたら"
"二渡","ふたわたり"
"布田","ふだ"
"布臺","ふだい"
"札木","ふだき"
"札辻","ふだつじ"
"札埜","ふだの"
"札野","ふだの"
"札場","ふだば"
"札元","ふだもと"
"札本","ふだもと"
"淵","ふち"
"泓","ふち"
"渕","ふち"
"渕井","ふちい"
"渕内","ふちうち"
"淵江","ふちえ"
"渕江","ふちえ"
"淵岡","ふちおか"
"渕岡","ふちおか"
"淵上","ふちかみ"
"渕川","ふちかわ"
"淵上","ふちがみ"
"渕上","ふちがみ"
"渕先","ふちさき"
"淵沢","ふちさわ"
"渕崎","ふちざき"
"淵沢","ふちざわ"
"淵澤","ふちざわ"
"渕沢","ふちざわ"
"渕澤","ふちざわ"
"渕瀬","ふちせ"
"淵田","ふちた"
"渕田","ふちた"
"淵田","ふちだ"
"渕田","ふちだ"
"淵名","ふちな"
"淵野","ふちの"
"渕野","ふちの"
"淵之上","ふちのうえ"
"渕ノ上","ふちのうえ"
"渕之上","ふちのうえ"
"淵端","ふちはた"
"渕端","ふちはた"
"渕畑","ふちはた"
"渕原","ふちはら"
"淵辺","ふちべ"
"渕辺","ふちべ"
"淵本","ふちもと"
"渕元","ふちもと"
"渕本","ふちもと"
"冨着","ふちゃく"
"府中","ふちゅう"
"淵脇","ふちわき"
"渕脇","ふちわき"
"藤井","ふぢい"
"藤川","ふぢかわ"
"藤島","ふぢしま"
"藤ノ木","ふぢのき"
"藤谷","ふぢや"
"吹切","ふっきり"
"吹越","ふっこし"
"振田","ふった"
"二日一","ふつかいち"
"二日市","ふつかいち"
"弗田","ふつだ"
"蓬原","ふつはら"
"夫津木","ふづき"
"普天間","ふてんま"
"筆内","ふでうち"
"筆坂","ふでさか"
"筆谷","ふでたに"
"筆本","ふでもと"
"筆谷","ふでや"
"筆保","ふでやす"
"筆吉","ふでよし"
"布寺","ふでら"
"布戸","ふと"
"太井","ふとい"
"布藤","ふとう"
"太上","ふとかみ"
"太瀬","ふとせ"
"太中","ふとなか"
"太中","ふとなが"
"太布","ふとの"
"太箸","ふとはし"
"太湯","ふとゆ"
"太","ふとり"
"太利","ふとり"
"不藤","ふどう"
"不動","ふどう"
"不動寺","ふどうじ"
"鮒","ふな"
"船井","ふない"
"府内","ふない"
"鮒池","ふないけ"
"船石","ふないし"
"舩岩","ふないわ"
"船内","ふなうち"
"船江","ふなえ"
"舩江","ふなえ"
"舟尾","ふなお"
"船生","ふなお"
"船尾","ふなお"
"舩尾","ふなお"
"舟生","ふなおい"
"舟岡","ふなおか"
"船岡","ふなおか"
"舩岡","ふなおか"
"船起","ふなおき"
"舟川","ふなかわ"
"船川","ふなかわ"
"舩川","ふなかわ"
"舟貝","ふながい"
"船垣","ふながき"
"舟ヶ崎","ふながさき"
"舩形","ふながた"
"船上","ふながみ"
"舟喜","ふなき"
"舟木","ふなき"
"船喜","ふなき"
"船城","ふなき"
"船木","ふなき"
"舩木","ふなき"
"舩城","ふなぎ"
"舟串","ふなくし"
"船串","ふなくし"
"舟久保","ふなくぼ"
"舟窪","ふなくぼ"
"船久保","ふなくぼ"
"舩久保","ふなくぼ"
"船倉","ふなくら"
"舩倉","ふなくら"
"船隈","ふなぐま"
"舟子","ふなこ"
"舟越","ふなこえ"
"舟越","ふなこし"
"船越","ふなこし"
"冨名腰","ふなこし"
"舩越","ふなこし"
"船後","ふなご"
"舟阪","ふなさか"
"船坂","ふなさか"
"舩坂","ふなさか"
"舩阪","ふなさか"
"舟崎","ふなさき"
"船崎","ふなさき"
"船先","ふなさき"
"船迫","ふなさこ"
"舟崎","ふなざき"
"船崎","ふなざき"
"舟島","ふなしま"
"船島","ふなしま"
"舩島","ふなしま"
"舟杉","ふなすぎ"
"舟瀬","ふなせ"
"船瀬","ふなせ"
"船造","ふなぞう"
"舟谷","ふなたに"
"船谷","ふなたに"
"舟田","ふなだ"
"船田","ふなだ"
"鮒田","ふなだ"
"舩田","ふなだ"
"船台","ふなだい"
"船大工","ふなだいく"
"舟津","ふなつ"
"船津","ふなつ"
"舩津","ふなつ"
"船附","ふなつき"
"船津丸","ふなつまる"
"舟塚","ふなづか"
"船造","ふなづくり"
"舩積","ふなづみ"
"舟戸","ふなと"
"船戸","ふなと"
"船渡","ふなと"
"船登","ふなと"
"舩戸","ふなと"
"舩渡","ふなと"
"船戸川","ふなとがわ"
"船渡川","ふなとがわ"
"船富","ふなとみ"
"舩冨","ふなとみ"
"船所","ふなどころ"
"舟根","ふなね"
"船野","ふなの"
"舟橋","ふなはし"
"船橋","ふなはし"
"舩橋","ふなはし"
"船原","ふなはら"
"舟場","ふなば"
"船場","ふなば"
"船波","ふなば"
"船迫","ふなば"
"舟迫","ふなばさま"
"舟橋","ふなばし"
"船橋","ふなばし"
"舩橋","ふなばし"
"船原","ふなばら"
"船曳","ふなひき"
"船平","ふなひら"
"舟引","ふなびき"
"船引","ふなびき"
"船曳","ふなびき"
"船曵","ふなびき"
"舩曳","ふなびき"
"舟部","ふなべ"
"舟辺","ふなべ"
"船間","ふなま"
"舟見","ふなみ"
"舟波","ふなみ"
"船見","ふなみ"
"船水","ふなみず"
"船道","ふなみち"
"船村","ふなむら"
"舟元","ふなもと"
"舟本","ふなもと"
"船本","ふなもと"
"舩本","ふなもと"
"舟守","ふなもり"
"船守","ふなもり"
"船盛","ふなもり"
"舟屋","ふなや"
"船屋","ふなや"
"船谷","ふなや"
"舩屋","ふなや"
"舩矢","ふなや"
"舟山","ふなやま"
"船山","ふなやま"
"舩山","ふなやま"
"舟渡","ふなわたし"
"舟生","ふにゅう"
"船生","ふにゅう"
"普入","ふにゅう"
"舟","ふね"
"船","ふね"
"布野","ふの"
"布能","ふのう"
"朴木","ふのき"
"五六","ふのぼり"
"父母","ふぼ"
"夫馬","ふま"
"府馬","ふま"
"文入","ふみいり"
"文岩","ふみいわ"
"文岡","ふみおか"
"文倉","ふみくら"
"文藏","ふみくら"
"文沢","ふみざわ"
"二三四","ふみし"
"文園","ふみぞの"
"文田","ふみだ"
"文野","ふみの"
"文平","ふみひら"
"文村","ふみむら"
"文本","ふみもと"
"文山","ふみやま"
"踏分","ふみわけ"
"文室","ふむろ"
"府本","ふもと"
"麓","ふもと"
"麓川","ふもとがわ"
"普門","ふもん"
"布山","ふやま"
"府山","ふやま"
"麩山","ふやま"
"冬","ふゆ"
"冬木","ふゆき"
"冬柴","ふゆしば"
"冬田","ふゆた"
"冬爪","ふゆつめ"
"冬野","ふゆの"
"冬廣","ふゆひろ"
"冬室","ふゆむろ"
"冨樂","ふらく"
"振角","ふりかど"
"降駒","ふりこま"
"振津","ふりつ"
"降旗","ふりはた"
"降幡","ふりはた"
"降籏","ふりはた"
"降屋","ふりや"
"降矢","ふりや"
"振吉","ふりよし"
"古","ふる"
"古庵","ふるあん"
"古井","ふるい"
"古居","ふるい"
"降井","ふるい"
"古家","ふるいえ"
"古池","ふるいけ"
"古石","ふるいし"
"古一","ふるいち"
"古市","ふるいち"
"古都","ふるいち"
"古井戸","ふるいど"
"古内","ふるうち"
"古馬","ふるうま"
"古海","ふるうみ"
"古家","ふるえ"
"古恵","ふるえ"
"古江","ふるえ"
"古枝","ふるえだ"
"古胡","ふるえびす"
"降雄","ふるお"
"古岡","ふるおか"
"古尾谷","ふるおや"
"古栫","ふるかこい"
"古堅","ふるかた"
"古勝","ふるかつ"
"古角","ふるかど"
"古門","ふるかど"
"古河","ふるかわ"
"古川","ふるかわ"
"布留川","ふるかわ"
"古川原","ふるかわら"
"古垣内","ふるがいち"
"古垣","ふるがき"
"古金","ふるがね"
"布留川","ふるがわ"
"古城","ふるき"
"古木","ふるき"
"古城戸","ふるきど"
"古卿","ふるきみ"
"古君","ふるきみ"
"古草","ふるくさ"
"古口","ふるくち"
"古久保","ふるくぼ"
"古熊","ふるくま"
"古口","ふるぐち"
"古家","ふるけ"
"古堅","ふるげん"
"古庫","ふるこ"
"古湖","ふるこ"
"古子","ふるこ"
"古府","ふるこ"
"古国府","ふるこう"
"古小路","ふるこうじ"
"古郡","ふるこおり"
"古越","ふるこし"
"古郷","ふるごう"
"古郡","ふるごうり"
"古郡","ふるごおり"
"古坂","ふるさか"
"古阪","ふるさか"
"古崎","ふるさき"
"古里","ふるさと"
"古沢","ふるさわ"
"古澤","ふるさわ"
"古沢","ふるざわ"
"古澤","ふるざわ"
"古芝","ふるしば"
"古島","ふるしま"
"古嶋","ふるしま"
"古霜","ふるしも"
"古庄","ふるしょう"
"古姓","ふるしょう"
"古性","ふるしょう"
"古正","ふるしょう"
"古荘","ふるしょう"
"古莊","ふるしょう"
"古城","ふるしろ"
"古代","ふるしろ"
"古軸","ふるじく"
"古城","ふるじょう"
"古巣","ふるす"
"古隅","ふるずみ"
"古瀬","ふるせ"
"古迫","ふるせこ"
"古是","ふるぜ"
"古相","ふるそう"
"古園","ふるぞの"
"古薗","ふるぞの"
"古田","ふるた"
"古竹","ふるたけ"
"古武","ふるたけ"
"古館","ふるたち"
"古舘","ふるたち"
"古達","ふるたつ"
"古館","ふるたて"
"古舘","ふるたて"
"古谷","ふるたに"
"布留谷","ふるたに"
"古玉","ふるたま"
"古舘","ふるだち"
"古館","ふるだて"
"古舘","ふるだて"
"古地","ふるち"
"古津","ふるつ"
"古都","ふるつ"
"古塚","ふるつか"
"古月","ふるづき"
"古戸","ふると"
"古門","ふると"
"古頭","ふるとう"
"古床","ふるとこ"
"古栃","ふるとち"
"古殿","ふるとの"
"古豊","ふるとよ"
"古土井","ふるどい"
"古藤","ふるどう"
"古泊","ふるどまり"
"古名","ふるな"
"古中","ふるなか"
"古仲","ふるなか"
"古永","ふるなが"
"古西","ふるにし"
"古沼","ふるぬま"
"古根","ふるね"
"古埜","ふるの"
"古野","ふるの"
"古橋","ふるはし"
"古旗","ふるはた"
"古幡","ふるはた"
"古畑","ふるはた"
"古籏","ふるはた"
"降旗","ふるはた"
"降幡","ふるはた"
"古浜","ふるはま"
"古濱","ふるはま"
"古原","ふるはら"
"古林","ふるばやし"
"古樋","ふるひ"
"古曳","ふるびき"
"古府","ふるふ"
"古部","ふるべ"
"古邊","ふるべ"
"古坊","ふるぼう"
"古米","ふるまい"
"古牧","ふるまき"
"古俣","ふるまた"
"古町","ふるまち"
"古松","ふるまつ"
"古厩","ふるまや"
"古海","ふるみ"
"古見","ふるみ"
"古水","ふるみず"
"古溝","ふるみぞ"
"古道","ふるみち"
"古満","ふるみつ"
"古御堂","ふるみどう"
"古湊","ふるみなと"
"古宮","ふるみや"
"布留宮","ふるみや"
"古村","ふるむら"
"古用","ふるもち"
"古元","ふるもと"
"古本","ふるもと"
"古守","ふるもり"
"古森","ふるもり"
"古屋","ふるや"
"古家","ふるや"
"古谷","ふるや"
"古矢","ふるや"
"降屋","ふるや"
"降矢","ふるや"
"古屋敷","ふるやしき"
"古山","ふるやま"
"古吉","ふるよし"
"觸澤","ふれさわ"
"風呂","ふろ"
"不老","ふろう"
"府録","ふろく"
"風呂田","ふろた"
"風呂中","ふろなか"
"風呂光","ふろみつ"
"風呂本","ふろもと"
"不破","ふわ"
"富和","ふわ"
"冨和","ふわ"
"府和","ふわ"
"不破野","ふわの"
"分銅","ふんどう"
"武衛","ぶえい"
"武川","ぶかわ"
"分倉","ぶくら"
"武鹿","ぶしか"
"武士垣外","ぶしがいと"
"武士沢","ぶしざわ"
"武士澤","ぶしざわ"
"武士末","ぶしすえ"
"武士田","ぶしだ"
"武士俣","ぶしまた"
"武士又","ぶしまた"
"藤上","ぶじがみ"
"武城","ぶじょう"
"毒島","ぶすじま"
"駮丸","ぶちまる"
"佛坂","ぶっさか"
"佛性","ぶっしょう"
"佛生","ぶっしょう"
"佛生","ぶっそう"
"佛田","ぶった"
"仏円","ぶつえん"
"佛円","ぶつえん"
"佛坂","ぶつさか"
"佛崎","ぶつさき"
"佛明","ぶつみょう"
"武藤","ぶとう"
"武道","ぶどう"
"武内","ぶない"
"武中","ぶなか"
"樗沢","ぶなさわ"
"樗澤","ぶなさわ"
"樗沢","ぶなざわ"
"樗澤","ぶなざわ"
"丹生","ぶにう"
"豊丹生","ぶにゅう"
"武馬","ぶま"
"武用","ぶよう"
"鰤岡","ぶりおか"
"文栄","ぶんえい"
"分木","ぶんき"
"分家","ぶんけ"
"分校","ぶんこう"
"豊後","ぶんご"
"文仙","ぶんせん"
"分田","ぶんだ"
"分藤","ぶんどう"
"分道","ぶんどう"
"分銅","ぶんどう"
"文堂","ぶんどう"
"分根","ぶんね"
"文野","ぶんの"
"豊","ぶんの"
"文能","ぶんのう"
"文屋","ぶんや"
"文箭","ぶんや"
"文谷","ぶんや"
"文山","ぶんやま"
"分領","ぶんりょう"
"弊","へい"
"平安山","へいあんざん"
"平安寺","へいあんじ"
"平安名","へいあんな"
"塀内","へいうち"
"平郡","へいぐん"
"平家","へいけ"
"瓶子","へいし"
"平敷","へいしき"
"平島","へいしま"
"平親","へいしん"
"平仙","へいせん"
"平生","へいぜい"
"平蔵","へいぞう"
"兵丹","へいたみ"
"平地","へいち"
"平間","へいま"
"平馬","へいま"
"塀本","へいもと"
"日置","へき"
"枌","へき"
"辺木園","へきぞの"
"枌","へぎ"
"平郡","へぐり"
"部坂","へさか"
"平識","へしき"
"平敷","へしき"
"辺志切","へしきり"
"邉志切","へしきり"
"部田","へた"
"辺田","へた"
"邊田","へた"
"辺田","へだ"
"戸次","へつぎ"
"辺土","へど"
"蛇石","へびいし"
"蛇川","へびかわ"
"蛇口","へびぐち"
"蛇沢","へびさわ"
"蛇澤","へびさわ"
"蛇田","へびた"
"蛇山","へびやま"
"部家","へや"
"部谷","へや"
"戸来","へらい"
"戸來","へらい"
"箆伊","へらい"
"平安山","へんざん"
"蛇田","へんだ"
"辺土名","へんとな"
"邊土名","へんとな"
"平安名","へんな"
"逸見","へんみ"
"片見","へんみ"
"辺見","へんみ"
"邊見","へんみ"
"邉見","へんみ"
"部井","べい"
"米花","べいか"
"戸次","べっき"
"別木","べっき"
"別宮","べっく"
"鼈宮谷","べっくや"
"別枝","べっし"
"別所","べっしょ"
"別處","べっしょ"
"別生","べっしょう"
"別曽","べっそ"
"別惣","べっそう"
"別田","べった"
"別役","べっちゃく"
"別当","べっとう"
"別當","べっとう"
"別当屋敷","べっとうやしき"
"別府","べっぷ"
"別部","べっぷ"
"別井","べつい"
"別川","べつかわ"
"戸次","べつき"
"別技","べつき"
"戸次","べつぎ"
"別宮","べつく"
"別枝","べつし"
"別島","べつしま"
"別段","べつだん"
"別役","べつちゃく"
"別役","べつちやく"
"別宮","べつみや"
"別本","べつもと"
"別役","べつやく"
"部奈","べな"
"紅川","べにかわ"
"紅粉","べにこ"
"紅谷","べにたに"
"紅粉谷","べにたに"
"紅出","べにで"
"紅野","べにの"
"紅邑","べにむら"
"紅屋","べにや"
"紅谷","べにや"
"紅山","べにやま"
"辺野喜","べのき"
"別府","べふ"
"遍々古","べべこ"
"弁天","べんてん"
"辨天","べんてん"
"辨野","べんの"
"辧野","べんの"
"弁納","べんのう"
"辺泥","ぺて"
"辺泥","ぺてい"
"帆秋","ほあき"
"帆足","ほあし"
"保芦","ほあし"
"保泉","ほいずみ"
"保院","ほいん"
"芳生","ほう"
"鳳","ほう"
"朴","ほう"
"宝榮","ほうえい"
"方ヶ部","ほうかべ"
"宝川","ほうかわ"
"法川","ほうかわ"
"宝官","ほうかん"
